title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Captain Kidd's Kids",movie,"Comedy, Short",1919,tt0009986,6.4,600,
"Co-ed Call Girl",movie,Drama,1996,tt0115917,4.5,590,
"The Murder of Fred Hampton",movie,"Biography, Crime, Documentary",1971,tt0067456,7.6,611,
"Star Trek Into Darkness",movie,"Action, Adventure, Sci-Fi",2013,tt1408101,7.7,504012,
"All Aboard! Rosie's Family Cruise",movie,Documentary,2006,tt0421270,6.6,316,
"Kawasaki's Rose",movie,Drama,2009,tt1552197,7,768,
"Citizen Havel",movie,Documentary,2008,tt0843329,7.8,500,
"La Pointe Courte",movie,"Drama, Romance",1955,tt0048499,7,4610,
"Tracy Morgan: Black and Blue",movie,"Comedy, Documentary",2010,tt1772407,5.4,315,
"Cane Toads: The Conquest",movie,"Comedy, Documentary",2010,tt1568924,7,524,
"A Crime in Paradise",movie,Comedy,2001,tt0245530,6.5,2088,
"Mondays in the Sun",movie,"Comedy, Drama",2002,tt0319769,7.5,15856,
"When Ladies Meet",movie,"Comedy, Drama, Romance",1941,tt0034386,6.5,1459,
"Introducing Dorothy Dandridge",movie,"Biography, Drama, Music",1999,tt0172348,7,4040,
"Old Acquaintance",movie,"Drama, Romance",1943,tt0036230,7.4,4040,
"Alvin and the Chipmunks: Chipwrecked",movie,"Adventure, Comedy, Family",2011,tt1615918,4.4,42007,
Overlord,movie,"Drama, History, War",1975,tt0073502,7.1,3575,
"Another Earth",movie,"Drama, Mystery, Romance",2011,tt1549572,6.9,102310,
"Identity Card",movie,"Comedy, Drama",2010,tt1773000,7.6,1276,
Bridesmaids,movie,Comedy,2011,tt1478338,6.8,316820,
"Water for Elephants",movie,"Drama, Romance",2011,tt1067583,6.9,122383,
"The World According to Ion B.",movie,Documentary,2009,tt1683890,8,456,
Blitz,movie,"Action, Adventure, Crime",2011,tt1297919,6.1,94042,
"Nejvetsi z Cechu",movie,Comedy,2010,tt2180481,6.4,56,
"The Cherokee Kid",movie,"Comedy, Western",1996,tt0115875,6,1864,
"Spy Kids 4: All the Time in the World",movie,"Action, Adventure, Comedy",2011,tt1517489,3.6,29597,
"Mission: Impossible - Ghost Protocol",movie,"Action, Adventure, Thriller",2011,tt1229238,7.4,543063,
"The Flowers of St. Francis",movie,"Biography, Comedy, Drama",1950,tt0042477,7.3,4274,
"Life Support",movie,Drama,2007,tt0808348,6.7,1360,
"All-Star Superman",movie,"Action, Adventure, Animation",2011,tt1699114,6.8,17352,
"Le coach",movie,Comedy,2009,tt1473389,6,481,
"The Last Circus",movie,"Comedy, Drama, Horror",2010,tt1572491,6.5,15651,
"Dexter's Laboratory: Ego Trip",movie,"Action, Adventure, Animation",1999,tt0293092,7.4,2053,
"The Sunset Limited",movie,Drama,2011,tt1510938,7.3,32813,
"La crise",movie,"Comedy, Music",1992,tt0104025,6.9,1581,
"One Survivor Remembers",movie,"Documentary, History, Short",1995,tt0114044,7.9,399,
"Pur week-end",movie,Comedy,2007,tt0814654,4.5,346,
"The Hobbit: The Desolation of Smaug",movie,"Adventure, Fantasy",2013,tt1170358,7.8,731581,
"Wrath of the Titans",movie,"Action, Adventure, Fantasy",2012,tt1646987,5.7,199440,
"Project X",movie,Comedy,2012,tt1636826,6.7,245640,
Häxan,movie,"Documentary, Fantasy, Horror",1922,tt0013257,7.6,18034,
"Mr. Popper's Penguins",movie,"Comedy, Family, Fantasy",2011,tt1396218,6,109437,
"Johnny English Reborn",movie,"Action, Adventure, Comedy",2011,tt1634122,6.3,145481,
"Confessions of a Brazilian Call Girl",movie,"Biography, Drama",2011,tt1587828,6.2,8412,
"The Swamp",movie,"Comedy, Drama",2001,tt0240419,7,8528,
"Baghdad ER",movie,Documentary,2006,tt0802944,8,652,
"Sherlock Holmes: A Game of Shadows",movie,"Action, Adventure, Mystery",2011,tt1515091,7.4,492294,
"Snow White and the Huntsman",movie,"Action, Adventure, Drama",2012,tt1735898,6.1,309992,
"Tower Heist",movie,"Action, Comedy, Crime",2011,tt0471042,6.2,154259,
"The Enemy Within",movie,"Drama, Thriller",1994,tt0109730,5.7,1826,
"For Richer, for Poorer",movie,Comedy,1992,tt0104288,6.1,737,
"Mikey and Nicky",movie,"Crime, Drama",1976,tt0074901,7.3,8250,
"The Assault",movie,"Action, History, Thriller",2010,tt1793239,6.1,4271,
"I Not Stupid Too",movie,"Comedy, Drama, Family",2006,tt0475179,6.8,700,
"Midnight in Paris",movie,"Comedy, Fantasy, Romance",2011,tt1605783,7.6,461433,
"Monte Carlo",movie,"Adventure, Comedy, Family",2011,tt1067774,5.8,50630,
"Larry Crowne",movie,"Comedy, Drama, Romance",2011,tt1583420,6.1,74053,
"Safe House",movie,"Action, Thriller",2012,tt1599348,6.7,244067,
"This Means War",movie,"Action, Comedy, Romance",2012,tt1596350,6.3,197561,
"Cabin in the Sky",movie,"Comedy, Drama, Fantasy",1943,tt0035703,7.1,3668,
"Malabar Princess",movie,Drama,2004,tt0362048,6.1,700,
"Tom and Jerry in Shiver Me Whiskers",movie,"Adventure, Animation, Comedy",2006,tt0808508,6.4,2373,
"Hansel & Gretel: Witch Hunters",movie,"Action, Fantasy, Horror",2013,tt1428538,6.1,222103,
"The Big City",movie,Drama,1963,tt0057277,8.3,5293,
"Red Dawn",movie,"Action, War",2012,tt1234719,5.3,82323,
"The Thing",movie,"Horror, Mystery, Sci-Fi",2011,tt0905372,6.2,150533,
"Time Without Pity",movie,"Crime, Drama, Film-Noir",1957,tt0049856,6.8,2179,
"Toys in the Attic",movie,"Animation, Family, Fantasy",2009,tt1342403,6.4,848,
"Fimfárum 2",movie,Animation,2006,tt0496296,7.3,260,
"Shake! Otis at Monterey",movie,"Documentary, Music, Short",1987,tt0093951,7.9,917,
"Rise of the Planet of the Apes",movie,"Action, Drama, Sci-Fi",2011,tt1318514,7.6,592574,
"The Painted Hills",movie,"Drama, Family, Western",1951,tt0043895,4.2,1299,
Anonymous,movie,"Drama, Thriller",2011,tt1521197,6.8,42732,
"Murderous Maids",movie,"Biography, Crime, Drama",2000,tt0216578,6.8,1347,
"Dark Shadows",movie,"Comedy, Fantasy, Horror",2012,tt1077368,6.2,288136,
"Money No Enough II",movie,"Comedy, Drama",2008,tt1305907,6,263,
"Dolphin Tale",movie,"Drama, Family",2011,tt1564349,6.8,26263,
"New Year's Eve",movie,"Comedy, Romance",2011,tt1598822,5.6,91455,
"In the Gloaming",movie,Drama,1997,tt0119362,7,1625,
Intruders,movie,"Fantasy, Horror, Thriller",2011,tt1634121,5.4,21683,
"One Sings, the Other Doesn't",movie,"Drama, History",1977,tt0076855,7.4,2880,
"My Babysitter's a Vampire",movie,"Adventure, Comedy, Crime",2010,tt1673423,6.1,4486,
Chance,movie,"Comedy, Drama",2009,tt1264879,6.5,465,
"The Fever",movie,Drama,2004,tt0368725,5.6,1397,
"Dana Carvey: Squatting Monkeys Tell No Lies",movie,Comedy,2008,tt1251752,6.9,476,
"The Officer's Ward",movie,"Drama, Romance, War",2001,tt0273148,7.4,1771,
"Cinema Verite",movie,Drama,2011,tt1623742,6.5,4120,
"Total Recall",movie,"Action, Adventure, Sci-Fi",2012,tt1386703,6.2,271938,
"Straw Dogs",movie,"Action, Drama, Thriller",2011,tt0999913,5.8,36950,
"The Great Gatsby",movie,"Drama, Romance",2013,tt1343092,7.2,620411,
"Extremely Loud & Incredibly Close",movie,"Adventure, Drama, Mystery",2011,tt0477302,6.9,106585,
"21 Jump Street",movie,"Action, Comedy, Crime",2012,tt1232829,7.2,622882,
"It's Not You, It's Me",movie,"Comedy, Romance",2010,tt1421046,5.7,1131,
"Grudge Match",movie,"Comedy, Drama, Sport",2013,tt1661382,6.4,63893,
"It All Came True",movie,"Comedy, Crime, Drama",1940,tt0032643,6.6,1575,
Sweetie,movie,"Comedy, Drama",1989,tt0098725,6.7,5669,
"Too Big to Fail",movie,"Biography, Drama",2011,tt1742683,7.2,20147,
"The Descendants",movie,"Comedy, Drama",2011,tt1033575,7.3,256248,
"Green Lantern: Emerald Knights",movie,"Action, Adventure, Animation",2011,tt1683043,6.7,15289,
"The Girl with the Dragon Tattoo",movie,"Crime, Drama, Mystery",2011,tt1568346,7.8,513463,
"Happy Feet Two",movie,"Adventure, Animation, Comedy",2011,tt1402488,5.8,49308,
"Of Parents and Children",movie,"Comedy, Drama",2008,tt1259775,7,197,
"Rules of Lies",movie,Drama,2006,tt0934928,6.9,267,
"Up and Down",movie,"Comedy, Drama",2004,tt0401488,7,2008,
"Úcastníci zájezdu",movie,Comedy,2006,tt0795488,6.2,1089,
"Glee: The 3D Concert Movie",movie,"Comedy, Documentary, Music",2011,tt1922612,5.6,6132,
"Right America: Feeling Wronged - Some Voices from the Campaign Trail",movie,Documentary,2009,tt1372293,7.1,435,
"Richard Jeni: A Big Steaming Pile of Me",movie,Comedy,2005,tt0448100,7.4,301,
"Scooby-Doo! Legend of the Phantosaur",movie,"Adventure, Animation, Comedy",2011,tt1777608,6.6,3313,
"Omar Killed Me",movie,"Biography, Crime, Drama",2011,tt1710590,6.6,1753,
"The Student Prince",movie,"Musical, Romance",1954,tt0047537,6.5,1051,
Katka,movie,"Biography, Documentary, Drama",2010,tt1533061,7.6,348,
"Watch on the Rhine",movie,"Drama, Thriller",1943,tt0036515,7.1,5259,
Elysium,movie,"Action, Drama, Sci-Fi",2013,tt1535108,6.6,482244,
Warcraft,movie,"Action, Adventure, Fantasy",2016,tt0803096,6.7,288891,
"Seventh Son",movie,"Action, Adventure, Fantasy",2014,tt1121096,5.5,82114,
"The Karate Guard",movie,"Animation, Comedy, Family",2005,tt0482053,6.2,256,
"Lilla spöket Laban",movie,"Animation, Family",2006,tt0953478,6.3,111,
"Batman: Year One",movie,"Action, Animation, Crime",2011,tt1672723,7.3,39301,
"The Hunger Games",movie,"Action, Adventure, Sci-Fi",2012,tt1392170,7.2,1042704,
Kon-Tiki,movie,"Adventure, Biography, Drama",2012,tt1613750,7.1,53354,
"Love Crimes of Kabul",movie,Documentary,2011,tt2032489,6.8,265,
"There's Something Wrong with Aunt Diane",movie,"Crime, Documentary",2011,tt2011325,6.6,6960,
"D.L. Hughley: Unapologetic",movie,"Comedy, Documentary",2007,tt1114667,6.8,218,
"El Diablo",movie,"Comedy, Western",1990,tt0099493,6,1269,
Polisse,movie,"Crime, Drama",2011,tt1661420,7.3,15933,
"American Reunion",movie,Comedy,2012,tt1605630,6.7,229137,
"Entre nos",movie,Drama,2009,tt1212456,7.3,1204,
"The Iron Lady",movie,"Biography, Drama",2011,tt1007029,6.4,115185,
"Jack and Jill",movie,Comedy,2011,tt0810913,3.3,93220,
Ted,movie,Comedy,2012,tt1637725,6.9,683584,
"The Pirates! Band of Misfits",movie,"Action, Adventure, Animation",2012,tt1430626,6.7,52955,
"The Last Wave",movie,"Drama, Fantasy, Mystery",1977,tt0076299,6.9,11785,
"I'm Staying!",movie,"Comedy, Romance",2003,tt0348841,5.3,802,
"Red Tails",movie,"Action, Drama, History",2012,tt0485985,5.9,37949,
"Thunder Over the Plains",movie,"Drama, Western",1953,tt0046426,6.4,1022,
"Carson City",movie,"Drama, Western",1952,tt0044488,6.4,1255,
"Fort Worth",movie,"Drama, Western",1951,tt0043557,6.2,869,
"Lightning Strikes Twice",movie,"Crime, Drama, Film-Noir",1951,tt0043744,6.5,1579,
"Journey 2: The Mysterious Island",movie,"Action, Adventure, Comedy",2012,tt1397514,5.7,116435,
"Tom and Jerry & The Wizard of Oz",movie,"Adventure, Animation, Comedy",2011,tt2027255,6.1,2457,
"Heir to an Execution: A Granddaughter's Story",movie,Documentary,2004,tt0388996,7,471,
"The Threat",movie,"Crime, Drama, Film-Noir",1949,tt0041963,6.7,1250,
"Where Got Ghost?",movie,"Comedy, Horror",2009,tt1488177,5.1,203,
"Singapore Dreaming",movie,Drama,2006,tt0768837,7,370,
"Sidewalk Stories",movie,Comedy,1989,tt0098325,7.2,652,
"Plans for Tomorrow",movie,Drama,2010,tt1543037,6.2,381,
"The Big Year",movie,Comedy,2011,tt1053810,6.2,49487,
"David Spade: Take the Hit",movie,"Comedy, Documentary",1998,tt0233528,6.4,428,
"Sakalí léta",movie,"Comedy, Musical",1993,tt0108027,6.6,472,
"The Secret Fury",movie,"Film-Noir, Mystery, Thriller",1950,tt0042935,6.6,1409,
"We Bought a Zoo",movie,"Comedy, Drama, Family",2011,tt1389137,7,156131,
"The Grey",movie,"Action, Adventure, Drama",2011,tt1601913,6.7,269082,
Marcela,movie,"Documentary, Drama",2007,tt1058550,7.7,108,
"All for the Good of the World and Nosovice!",movie,"Comedy, Documentary",2010,tt1776798,6.9,76,
"Robert Klein: Unfair and Unbalanced",movie,"Comedy, Documentary",2010,tt1799572,6.3,107,
"Whoopi: Back to Broadway - The 20th Anniversary",movie,"Comedy, Documentary",2005,tt0455230,8.1,270,
"World Without End",movie,"Adventure, Romance, Sci-Fi",1956,tt0049964,5.8,2595,
"The Purchase Price",movie,"Comedy, Drama",1932,tt0023362,6.4,1999,
Oblivion,movie,"Action, Adventure, Sci-Fi",2013,tt1483013,7,570536,
"Red Lights",movie,"Drama, Fantasy, Mystery",2012,tt1748179,6.2,68563,
"Gloria: In Her Own Words",movie,Documentary,2011,tt2036377,7.6,196,
Hysteria,movie,"Biography, Comedy, Romance",2011,tt1435513,6.7,33747,
"My Week with Marilyn",movie,"Biography, Drama",2011,tt1655420,6.9,90703,
"No Rest for the Wicked",movie,"Crime, Thriller",2011,tt1661862,6.4,5703,
"The Expendables 2",movie,"Action, Adventure, Thriller",2012,tt1764651,6.6,328746,
"12 Years a Slave",movie,"Biography, Drama, History",2013,tt2024544,8.1,764429,
"Live for Life",movie,"Drama, Romance",1967,tt0062452,6.3,703,
"Mad Max: Fury Road",movie,"Action, Adventure, Sci-Fi",2015,tt1392190,8.1,1164693,
"6 Days to Air: The Making of South Park",movie,"Comedy, Documentary",2011,tt2076781,7.7,3458,
"The Devil Inside",movie,Horror,2012,tt1560985,4.2,38100,
"Hotel Transylvania",movie,"Animation, Comedy, Family",2012,tt0837562,7,297062,
"The Dictator",movie,Comedy,2012,tt1645170,6.5,350679,
"Justice League: Doom",movie,"Action, Animation, Fantasy",2012,tt2027128,7.4,38060,
Innocence,movie,"Drama, Thriller",2011,tt1808331,6.8,535,
Leaving,movie,"Comedy, Drama",2011,tt1464251,5.9,250,
Chronicle,movie,"Adventure, Drama, Sci-Fi",2012,tt1706593,7,270199,
Lansky,movie,"Crime, Drama",1999,tt0173974,5.5,2144,
"The Thunder of God",movie,"Comedy, Drama",1965,tt0059823,6.6,604,
"Jupiter Ascending",movie,"Action, Adventure, Sci-Fi",2015,tt1617661,5.3,198409,
"End of Watch",movie,"Action, Crime, Drama",2012,tt1855199,7.6,281098,
"The Butcher of Prague",movie,"Drama, History, War",2011,tt1754123,6.8,1587,
"Touki Bouki",movie,Drama,1973,tt0070820,7,4394,
Contraband,movie,"Action, Adventure, Crime",2012,tt1524137,6.4,127850,
"The Lucky One",movie,"Drama, Mystery, Romance",2012,tt1327194,6.4,116338,
"The Smurfs 2",movie,"Adventure, Animation, Comedy",2013,tt2017020,5.3,48286,
"That Certain Woman",movie,"Drama, Romance",1937,tt0029650,6.4,1764,
Stampede,movie,Western,1949,tt0041917,6,251,
Juarez,movie,"Biography, Drama, History",1939,tt0031516,6.9,2657,
"Big Miracle",movie,"Biography, Drama, Romance",2012,tt1430615,6.5,20920,
"Nova Zembla",movie,"Drama, History",2011,tt1911607,5.8,4733,
"Whoopi Goldberg: Direct from Broadway",movie,"Comedy, Documentary",1985,tt0457207,8.6,233,
"Letters to Santa",movie,"Comedy, Romance",2011,tt1927077,7.2,5072,
"The Apparition",movie,"Horror, Thriller",2012,tt1433822,4.1,20947,
"For Neda",movie,"Biography, Documentary, History",2010,tt1671630,7.8,328,
"Catcher: Cat City 2",movie,"Animation, Comedy, Fantasy",2007,tt0826570,5.2,2324,
"The Mutants",movie,Drama,1998,tt0120763,7.2,673,
"Fuga de cerebros 2",movie,"Comedy, Romance",2011,tt1861334,4.5,1185,
"Indiánské léto",movie,"Comedy, Drama, Romance",1995,tt0113420,7,284,
"Saving Pelican 895",movie,"Documentary, Short",2011,tt1868064,7.6,129,
Wanda,movie,"Crime, Drama",1970,tt0067961,7.1,6337,
"Westfront 1918",movie,"Drama, Romance, War",1930,tt0021542,7.3,2623,
"Tennessee Johnson",movie,"Biography, Drama",1942,tt0036419,6.5,696,
"Jack the Giant Slayer",movie,"Action, Adventure, Fantasy",2013,tt1351685,6.3,151338,
Widows,movie,"Comedy, Drama",2011,tt1785670,6.3,648,
"The Perfect Guy for My Girlfriend",movie,"Comedy, Romance",2009,tt1346281,4.2,793,PL
"The Ride",movie,"Comedy, Drama, Romance",1994,tt0110202,7.3,1171,
"To Rome with Love",movie,"Comedy, Music, Romance",2012,tt1859650,6.3,92112,
"Scooby-Doo! Music of the Vampire",movie,"Adventure, Animation, Comedy",2012,tt2162709,6.3,2606,
"China's Unnatural Disaster: The Tears of Sichuan Province",movie,Documentary,2009,tt1430809,7.3,415,
"Dope Sick Love",movie,Documentary,2005,tt0451041,7.3,1242,
"Citizen USA: A 50 State Road Trip",movie,Documentary,2011,tt2009450,5.5,237,
"Koran by Heart",movie,"Documentary, News",2011,tt1766189,7.3,399,
"Hamilton: In the Interest of the Nation",movie,"Action, Drama, Thriller",2012,tt1856014,6.3,8939,
"Taken 2",movie,"Action, Crime, Thriller",2012,tt1397280,6.2,330779,
"Gangster Squad",movie,"Action, Crime, Drama",2013,tt1321870,6.7,226122,
"The Guilt Trip",movie,"Comedy, Drama",2012,tt1694020,5.8,41206,
"Silver Linings Playbook",movie,"Comedy, Drama, Romance",2012,tt1045658,7.7,759311,
"Les Misérables",movie,"Drama, Musical, Romance",2012,tt1707386,7.5,354399,
"After Earth",movie,"Action, Adventure, Sci-Fi",2013,tt1815862,4.8,213241,
"How to Train Your Dragon 2",movie,"Action, Adventure, Animation",2014,tt1646971,7.8,381298,
"Blood of My Blood",movie,"Drama, Thriller",2011,tt1625155,7.3,2108,
Rafters,movie,Comedy,2006,tt0470079,5.7,812,
"Puss in Boots: The Three Diablos",movie,"Adventure, Animation, Comedy",2012,tt2268617,6.7,7132,
"From Up on Poppy Hill",movie,"Animation, Comedy, Drama",2011,tt1798188,7.4,56048,
"The Man with a Cloak",movie,"Crime, Drama, Mystery",1951,tt0043782,6.6,1471,
"Payment on Demand",movie,Drama,1951,tt0043910,6.9,1955,
"The Words",movie,"Drama, Mystery, Romance",2012,tt1840417,7,83183,
Uprise,movie,Drama,2008,tt1082144,4.9,119,
"Capitães da Areia",movie,Adventure,2011,tt1828148,6.3,1148,
"About Face: Supermodels Then and Now",movie,"Biography, Comedy, Documentary",2012,tt2085741,6.8,689,
Ethel,movie,"Biography, Documentary",2012,tt2076844,7.9,811,
"Four Suns",movie,"Comedy, Drama",2012,tt2106292,6.3,345,
"Nobody Walks",movie,Drama,2012,tt1907731,5.3,5287,
"Safety Not Guaranteed",movie,"Adventure, Comedy, Drama",2012,tt1862079,6.9,133078,
"Your Sister's Sister",movie,"Comedy, Drama, Romance",2011,tt1742336,6.7,28852,
"Inside the Space Station",movie,Documentary,2000,tt0271008,6.5,84,
"Mary, Mother of the Son of God",movie,Drama,2003,tt0380531,4.5,208,
"Tall Man Riding",movie,"Action, Drama, Western",1955,tt0048690,6.4,966,
"Love Lasts Three Years",movie,"Comedy, Romance",2011,tt1638328,6.1,5149,
"A Man's Story",movie,Documentary,2010,tt1409772,6.1,189,
"The Star",movie,"Drama, Romance",1952,tt0045186,7,4311,
"Take This Waltz",movie,"Comedy, Drama",2011,tt1592281,6.5,30797,
"Carol for Another Christmas",movie,"Drama, Fantasy",1964,tt0057916,6.6,1678,
"News from Home",movie,Documentary,1976,tt0076452,7.3,3214,
"Alois Nebel",movie,"Animation, Drama",2011,tt1374985,6.6,1653,
Stoker,movie,"Drama, Thriller",2013,tt1682180,6.7,116853,
"Big Eyes",movie,"Biography, Crime, Drama",2014,tt1126590,7,102365,
"Terminator Genisys",movie,"Action, Adventure, Sci-Fi",2015,tt1340138,6.3,300216,
"Pinochet's Last Stand",movie,Drama,2006,tt0783568,6.1,260,
Flight,movie,"Drama, Thriller",2012,tt1907668,7.3,386997,
"Back in the Hood: Gang War 2",movie,Documentary,2004,tt0429630,6.9,90,
"Trouble with the Curve",movie,"Drama, Romance, Sport",2012,tt2083383,6.8,70528,
"Life of Pi",movie,"Adventure, Drama, Fantasy",2012,tt0454876,7.9,684875,
"When Strangers Click",movie,Documentary,2011,tt1822369,5.6,188,
"The Terry Fox Story",movie,"Biography, Drama, Sport",1983,tt0086427,6.8,766,
"El paseo",movie,Comedy,2010,tt1815687,3.5,462,
"Journey to the Center of the Earth",movie,"Action, Adventure, Family",2008,tt0373051,5.8,136152,
"J. Edgar",movie,"Biography, Drama, Romance",2011,tt1616195,6.5,135787,
"The Burning Hills",movie,"Drama, Romance, Western",1956,tt0049036,5.8,959,
"Saving Face",movie,"Documentary, Drama, Short",2012,tt2140371,8,1550,
"Tweety's High-Flying Adventure",movie,"Adventure, Animation, Comedy",2000,tt0248575,5.7,931,
"Don't Play Us Cheap",movie,"Comedy, Musical, Romance",1972,tt0069996,5.7,416,
"The Door",movie,Drama,2012,tt1194577,6.4,2600,
"Game Change",movie,"Biography, Drama, History",2012,tt1848902,7.4,23817,
"The King of Pigs",movie,"Animation, Drama, Thriller",2011,tt2086830,6.7,1898,
Italianamerican,movie,Documentary,1974,tt0071680,7.6,4008,
"Insidious: Chapter 2",movie,"Horror, Mystery, Thriller",2013,tt2226417,6.6,195953,
"The Snows of Kilimanjaro",movie,"Comedy, Drama, Romance",2011,tt1852006,7.2,4245,
Will,movie,"Adventure, Drama, Family",2011,tt1636844,6.8,3529,
"Golden Chicken 2",movie,"Comedy, Drama",2003,tt0396030,6.4,515,
"Despicable Me 2",movie,"Adventure, Animation, Comedy",2013,tt1690953,7.3,444070,
Walkout,movie,Drama,2006,tt0452703,6.7,1611,
Tabu,movie,"Drama, Romance",2012,tt2153963,7.3,7801,
"I, You, He, She",movie,Drama,1974,tt0071690,6.6,3512,
Smithereens,movie,"Drama, Music",1982,tt0084698,6.7,2900,
Zarafa,movie,"Adventure, Animation, Family",2012,tt2077908,6.9,1957,
"The Wagons Roll at Night",movie,"Drama, Romance",1941,tt0034370,6.3,1315,
Eva,movie,"Drama, Romance",1962,tt0059160,6.4,2159,
"Love Cuts",movie,Drama,2010,tt2064854,5.1,41,
"One Night",movie,Drama,2012,tt1817286,6.2,1455,
"The Working Man",movie,"Comedy, Drama, Romance",1933,tt0024785,7.2,1320,
"The Minister",movie,Drama,2011,tt1781843,6.7,3061,
"Black Girl",movie,Drama,1966,tt0060758,7.4,6663,
"Small Apartments",movie,"Comedy, Crime, Drama",2012,tt1272886,6.1,8581,
"The Man Behind the Gun",movie,"Drama, Western",1953,tt0044872,6,837,
"Working Girls",movie,Drama,1986,tt0092238,6.8,2160,
Rush,movie,"Biography, Drama, Sport",2013,tt1979320,8.1,534191,
"Ben 10: Destroy All Aliens",movie,"Action, Animation, Family",2012,tt2290147,5.9,2297,
"Goodnight Moon & Other Sleepytime Tales",movie,"Animation, Family, Fantasy",1999,tt0239438,7.8,110,
"The Bling Ring",movie,"Biography, Crime, Drama",2013,tt2132285,5.6,94196,
RoboCop,movie,"Action, Crime, Sci-Fi",2014,tt1234721,6.1,244723,
"Rust and Bone",movie,"Drama, Romance",2012,tt2053425,7.4,71870,
"The Man with the Iron Fists",movie,Action,2012,tt1258972,5.4,64889,
"Zero Dark Thirty",movie,"Drama, History, Thriller",2012,tt1790885,7.4,330262,
"Witness Protection",movie,"Crime, Drama",1999,tt0191655,6.2,2235,
"Enter Nowhere",movie,"Mystery, Sci-Fi, Thriller",2011,tt1631707,6.5,13670,
"Normal the Düsseldorf Ripper",movie,"Crime, Drama, Thriller",2009,tt1342408,5.9,343,
"Panama Hattie",movie,"Comedy, Musical",1942,tt0035170,5.9,618,
"Visiting Room",movie,"Documentary, Drama, Romance",2011,tt2140645,7.7,107,
"The Oklahoman",movie,"Drama, Western",1957,tt0050797,6.4,689,
"Dumb and Dumber To",movie,Comedy,2014,tt2096672,5.6,149696,
"The Woman in Red",movie,Drama,1935,tt0027228,6.1,952,
"Original Cast Album: Company",movie,"Documentary, Music",1970,tt0293475,8,1163,
"The Hunger Games: Catching Fire",movie,"Action, Adventure, Sci-Fi",2013,tt1951264,7.5,747626,
"Westward the Women",movie,"Adventure, Drama, Western",1951,tt0044205,7.6,4077,
"Year of the Devil",movie,"Comedy, Drama, Fantasy",2002,tt0282917,7.3,1168,
"Collision Course",movie,"Action, Comedy, Crime",1989,tt0097081,4.7,1831,US
"HOUBA! On the Trail of the Marsupilami",movie,"Adventure, Comedy, Family",2012,tt1723642,5.5,4428,
"The Amazing Spider-Man 2",movie,"Action, Adventure, Sci-Fi",2014,tt1872181,6.6,563534,
"The Machine to Kill Bad People",movie,"Comedy, Fantasy",1952,tt0040559,6.7,1016,
"Second Best",movie,Drama,1994,tt0111102,6.8,2039,
"Trail Street",movie,"Drama, Western",1947,tt0039908,6.3,865,
"God Is the Bigger Elvis",movie,"Biography, Documentary, Short",2012,tt2210633,6.9,643,
"Paradise: Love",movie,Drama,2012,tt1403214,7,10624,
Mud,movie,"Adventure, Drama",2012,tt1935179,7.4,194550,
"The Loving Story",movie,"Documentary, Drama, History",2011,tt1759682,7.7,988,
Vendetta,movie,"Drama, History",1999,tt0162735,6.1,1371,
"Heaven, Hell",movie,Documentary,2010,tt1686904,6.2,57,
"Kept Husbands",movie,"Drama, Romance",1931,tt0022021,5.9,711,
"It's Love I'm After",movie,"Comedy, Romance",1937,tt0029058,7.3,2789,
"The Magician and the Human Pump",movie,"Fantasy, Short",1901,tt0225662,6.5,799,
"The Brave One",movie,"Drama, Family",1956,tt0049030,6.5,1208,
"June Bride",movie,Comedy,1948,tt0040499,6.8,2170,
"The World's End",movie,"Action, Comedy, Sci-Fi",2013,tt1213663,6.9,306034,
"An Impossible Balancing Feat",movie,"Fantasy, Short",1902,tt0227866,6.1,559,
"Side Effects",movie,"Crime, Drama, Mystery",2013,tt2053463,7.1,201183,
"Captain Phillips",movie,"Action, Biography, Crime",2013,tt1535109,7.8,507664,
"Evil Dead",movie,Horror,2013,tt1288558,6.5,205933,
"Identity Thief",movie,"Comedy, Crime, Drama",2013,tt2024432,5.7,144418,
"The Hangover Part III",movie,"Comedy, Crime",2013,tt1951261,5.8,348649,
"Cloudy with a Chance of Meatballs 2",movie,"Adventure, Animation, Comedy",2013,tt1985966,6.3,120284,
"I Want You",movie,"Drama, Romance",2012,tt1797504,6.7,17184,
Westbound,movie,"Drama, Western",1958,tt0053441,6.5,1600,
Snowpiercer,movie,"Action, Sci-Fi, Thriller",2013,tt1706620,7.1,406638,
"White Mile",movie,"Drama, Sport, Thriller",1994,tt0111704,5.8,851,
"City Dump: The Story of the 1951 CCNY Basketball Scandal",movie,"Documentary, History, Sport",1998,tt0204969,7.3,67,
"Springfield Rifle",movie,"Drama, Thriller, War",1952,tt0045184,6.5,2422,
"The Body",movie,"Crime, Drama, Mystery",2012,tt1937149,7.6,76049,
"Stars in My Crown",movie,"Drama, Family, Western",1950,tt0042998,7.4,2640,
"Hemingway & Gellhorn",movie,"Biography, Drama, Romance",2012,tt0423455,6.3,10867,
"What's in a Name?",movie,"Comedy, Drama",2012,tt2179121,7.3,19272,
"The Family",movie,"Comedy, Crime, Thriller",2013,tt2404311,6.3,125770,
"In Turmoil",movie,"Drama, Thriller",2011,tt1814672,4.8,195,
"Les papas du dimanche",movie,"Comedy, Drama",2012,tt2102364,5.6,149,
"State's Attorney",movie,Drama,1932,tt0023507,6.6,430,
