title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Secrets of SEAL Team Six",movie,"Documentary, War",2011,tt1969126,7.4,84,
"Seoul, 1988",movie,"Documentary, Sport",1989,tt15146486,6,16,
"Atlanta's Olympic Glory",movie,"Documentary, Sport",1997,tt0117237,6.9,89,
"Batman: Gotham by Gaslight",movie,"Action, Adventure, Animation",2018,tt7167630,6.7,19844,
Montana,movie,"Drama, Western",1990,tt0100180,4.8,256,
"One Year in a Life of Crime",movie,"Crime, Documentary",1989,tt0382883,7.6,360,
Mariphasa,movie,Drama,2017,tt6546838,5,89,
Barefoot,movie,"Comedy, Drama",2017,tt5785056,6.7,932,
"The Final Year",movie,Documentary,2017,tt7215444,6.6,3428,
"Life of Crime 2",movie,Documentary,1998,tt0181654,8.1,289,
"The Souvenir",movie,"Drama, Romance",2019,tt6920356,6.4,15135,
"Arthur Miller: Writer",movie,"Biography, Documentary",2017,tt7302488,7.3,591,
"Princess Diana: Tragedy or Treason?",movie,Documentary,2017,tt7200890,6.8,148,
"Teen Titans GO! To the Movies",movie,"Action, Adventure, Animation",2018,tt7424200,6.7,22760,
"All I Want for Christmas Is You",movie,"Animation, Comedy, Family",2017,tt6678950,5.4,1410,
"Different Worlds: A Story of Interracial Love",movie,"Adventure, Comedy, Drama",1992,tt0132087,7.1,27,
"The Sweetest Christmas",movie,"Comedy, Drama, Romance",2017,tt7030432,6.3,2891,
"Christmas in the Air",movie,"Comedy, Romance",2017,tt6605352,6.2,1590,
"The Christmas Train",movie,"Drama, Romance",2017,tt7370936,6.4,3733,
"Christmas Connection",movie,"Comedy, Drama, Family",2017,tt7630836,6.4,2154,
"A Private War",movie,"Biography, Drama, War",2018,tt2368254,6.7,21836,
"In Fabric",movie,"Comedy, Drama, Fantasy",2018,tt7464188,6.1,14885,
"The Other Side of Everything",movie,"Biography, Documentary",2017,tt7218812,8,1286,
"Troll: The Tale of a Tail",movie,"Adventure, Animation, Family",2018,tt6469892,5,207,
"Switched for Christmas",movie,"Drama, Romance",2017,tt7038606,6.6,3609,
"Monster Beach",movie,"Adventure, Animation, Comedy",2014,tt3906648,7.2,58,
"Maquia: When the Promised Flower Blooms",movie,"Adventure, Animation, Drama",2018,tt7339826,7.4,9611,
"Backstabbing for Beginners",movie,"Drama, History, Mystery",2018,tt5153288,6.3,6176,
"FC Roma",movie,Documentary,2016,tt15748334,5.7,9,
"Bergman Island",movie,"Comedy, Drama, Romance",2021,tt6910282,6.6,11019,
"Tom & Jerry's 50th Birthday Bash",movie,"Animation, Documentary, Comedy, TV Movie",1990,,,,
"Perfect Health",movie,"Drama, Thriller",2017,tt5120010,5.1,343,
"The Emperor of Paris",movie,"Adventure, Crime, History",2018,tt7025976,6.3,6491,
Hush...,movie,Drama,2013,tt2783156,5.9,219,
"The Newspaperman: The Life and Times of Ben Bradlee",movie,Documentary,2017,tt7657972,7.3,573,
"The Robot Chicken Walking Dead Special: Look Who's Walking",movie,"Adventure, Animation, Comedy",2017,tt7431922,8.2,450,
"Lost Girls and Love Hotels",movie,"Drama, Thriller",2020,tt0920462,4.7,5903,
"Atomic Homefront",movie,Documentary,2017,tt6829446,7.4,581,
"One More Chance",movie,"Comedy, Drama",2005,tt0493164,5.6,79,
"Escape Plan: The Extractors",movie,"Action, Crime, Thriller",2019,tt6772804,4.4,18329,
"The Curse of La Llorona",movie,"Horror, Mystery, Thriller",2019,tt4913966,5.3,61207,
"The Anniversary",movie,Drama,2017,tt4828492,6.8,267,
"Creed II",movie,"Action, Drama, Sport",2018,tt6343314,7.1,162536,
"Christmas at Holly Lodge",movie,"Comedy, Drama, Romance",2017,tt7557728,6.5,1989,
"Letter to Santa 3",movie,"Comedy, Romance",2017,tt7128042,5.5,1149,
"Who's Who in Mycology",movie,"Adventure, Animation, Comedy",2016,tt6289958,7.4,29,
"The Call of the Wild",movie,"Adventure, Drama, Family",2020,tt7504726,6.7,61216,
"Love Revisited",movie,Drama,2017,tt3296558,6.2,166,
Meciar,movie,Documentary,2017,tt7390216,7.2,292,
"Agente Ñero Ñero 7: Comando jungla",movie,"Comedy, Action, Family",2017,,,,
"War Dog: A Soldier's Best Friend",movie,Documentary,2017,tt7211010,7.5,325,
Totem,movie,"Horror, Mystery, Thriller",2017,tt6791238,4.5,2500,
"A Simple Favor",movie,"Comedy, Crime, Mystery",2018,tt7040874,6.8,180017,
Vechtmeisje,movie,"Action, Drama, Family",2018,tt4187366,6.3,351,
"15 Minutes of War",movie,"Action, Drama, History",2019,tt8060774,6.4,3559,
"Scooby-Doo & Batman: The Brave and the Bold",movie,"Action, Animation, Comedy",2018,tt7578566,6.5,3475,
"Close Enemies",movie,"Drama, Thriller",2018,tt6527586,6.4,3122,
"Michelle Wolf: Nice Lady",movie,Comedy,2017,tt7666792,7.3,1216,
"The Walk",movie,"Crime, Thriller",2015,tt2159988,6,146,"AG, BB, BS, HN, NI, TT, US"
"Batman Ninja",movie,"Action, Animation, Sci-Fi",2018,tt7451284,5.6,23080,
Like.Share.Follow.,movie,"Horror, Thriller",2017,tt7441032,5.1,2574,
"I Am Hercules",movie,Documentary,2016,tt6507348,6.5,40,
"Looking for Teddy",movie,Comedy,2018,tt6832138,5.4,873,
"The Guilty",movie,"Crime, Drama, Thriller",2018,tt6742252,7.5,67106,
"Killer Sharks: The Attacks of Black December",movie,Documentary,2011,tt2133253,7,42,
"Suicide Squad: Hell to Pay",movie,"Action, Animation, Fantasy",2018,tt7167602,7,18165,
"The Death of Superman",movie,"Action, Animation, Fantasy",2018,tt7167658,7.3,20752,
"Reign of the Supermen",movie,"Action, Adventure, Animation",2019,tt7167686,6.8,19128,
"The Kitchen",movie,"Action, Crime, Drama",2019,tt5822564,5.6,23586,
"A Woman Captured",movie,Documentary,2017,tt7240516,7.9,566,
"Happening: A Clean Energy Revolution",movie,Documentary,2017,tt7212266,6.3,270,
"Trading Germans",movie,Documentary,2014,tt4081852,7.4,122,
"The Hummingbird Project",movie,"Drama, Thriller",2018,tt6866224,6.2,17106,
"The Kill Team",movie,"Action, Biography, Drama",2019,tt6196936,6,8364,
"Kiss & Tell",movie,"Comedy, Drama",2018,tt8763008,5.6,598,
"Jane Fonda in Five Acts",movie,"Biography, Documentary",2018,tt7689958,8,2843,
"Green Book",movie,"Biography, Comedy, Drama",2018,tt6966692,8.2,634819,
"Christmas Next Door",movie,"Family, Romance",2017,tt7616668,6.5,3095,
"Iceman: The Time Traveller",movie,"Action, Adventure, Comedy",2018,tt2993848,4,1141,
"Photo de famille",movie,"Comedy, Drama",2018,tt6665904,5.8,962,
"Kusama: Infinity",movie,Documentary,2018,tt1893269,7.3,1287,
"Traffic Stop",movie,"Documentary, Short",2017,tt7874708,5.5,1090,
Judy,movie,"Biography, Drama, Music",2019,tt7549996,6.8,56628,
"Instant Family",movie,"Comedy, Drama",2018,tt7401588,7.3,127393,
"Gloria Bell",movie,"Comedy, Drama, Music",2018,tt6902696,6.3,13538,
"Skate Kitchen",movie,Drama,2018,tt7545566,6.8,5070,
"Notes from the Field",movie,Drama,2018,tt7722000,6.6,376,
"The Anniversary",movie,,2017,,,,
Resistance,movie,"Biography, Drama, History",2020,tt6914122,6.5,9579,
Dorst,movie,"Comedy, Drama",2018,tt5933840,6.1,174,
Luce,movie,"Drama, Mystery, Thriller",2019,tt7616148,6.6,15703,
"The Sentence",movie,"Crime, Documentary",2018,tt7689926,7,639,
"King In The Wilderness",movie,Documentary,2018,tt7689960,8,954,
"Robin Williams: Come Inside My Mind",movie,"Biography, Comedy, Documentary",2018,tt7689966,7.9,9719,
"Nothing Like Before",movie,Documentary,2017,tt7739454,6.2,48,
"Ted - Show Me Love",movie,"Biography, Drama, Music",2018,tt6204018,7,4359,
"Dungeons & Dragons: Honor Among Thieves",movie,"Action, Adventure, Comedy",2023,tt2906216,7.2,259761,
"Nadie Sabe para quien trabaja",movie,Comedy,2017,tt7939564,4.8,63,
Hereditary,movie,"Drama, Horror, Mystery",2018,tt7784604,7.3,419157,
"A Murder in Mansfield",movie,"Crime, Documentary",2017,tt7561086,7,234,
"Birds of Prey and the Fantabulous Emancipation of One Harley Quinn",movie,"Action, Comedy, Crime",2020,tt7713068,6.1,274095,
Parasite,movie,"Drama, Thriller",2019,tt6751668,8.5,1060980,
"The Number on Great-Grandpa's Arm",movie,"Documentary, Short",2018,tt7758866,7.6,340,
"Triangle of Sadness",movie,"Comedy, Drama",2022,tt7322224,7.3,202364,
"The Resistance Banker",movie,"Biography, Drama, War",2018,tt4610378,6.9,11147,
"A tu lado",movie,Comedy,2018,tt6809956,6.3,51,
"Taxing Love",movie,"Comedy, Romance",2018,tt7205938,5.7,669,
"Chile 8.8",movie,Documentary,2010,tt7258208,6.2,14,
"Never Grow Old",movie,"Drama, Western",2019,tt1158939,6,5188,
"La boda de Valentina",movie,"Comedy, Romance",2018,tt4823538,4.7,770,
"Touch Me Not",movie,Drama,2018,tt4949112,5.6,3109,
"How They Got Over",movie,"Documentary, Music",2018,tt6839684,8.3,92,
"Dora and the Lost City of Gold",movie,"Action, Adventure, Comedy",2019,tt7547410,6.1,37158,
"Underfist: Halloween Bash",movie,"Action, Adventure, Animation",2008,tt1327772,6.9,243,
"Aristotle and Dante Discover the Secrets of the Universe",movie,Drama,2022,tt9428746,7.1,3017,
"The Interpreter",movie,"Comedy, Drama",2018,tt7368554,6.8,610,
"When the War Comes",movie,Documentary,2018,tt7925504,6.4,168,
"Ramen Shop",movie,Drama,2018,tt6720618,6.8,2570,
"The Wedding Guest",movie,"Action, Thriller",2018,tt7645780,5.8,7043,
Primal,movie,"Action, Thriller",2019,tt7394816,4.9,11946,
Charlatan,movie,"Biography, Drama, History",2020,tt6028620,6.8,3435,
"A Beautiful Day in the Neighborhood",movie,"Biography, Drama, Family",2019,tt3224458,7.2,91718,
"Sound of Metal",movie,"Drama, Music",2019,tt5363618,7.7,159820,
Scarygirl,movie,"Adventure, Animation, Fantasy",2023,tt4556264,5.3,644,
"Escape from Pretoria",movie,"Action, Biography, Crime",2020,tt5797184,6.8,47173,
"She Came to Me",movie,"Comedy, Drama, Music",2023,tt6689014,6,8162,
"Second Act",movie,"Comedy, Drama, Romance",2018,tt2126357,5.8,31460,
"Si saben cómo me pongo ¿pa' qué me invitan?",movie,Comedy,2018,tt7940122,4.5,257,
"Rosa & Dara a jejich dobrodruzství",movie,Animation,2015,tt6419668,,,
"The Mule",movie,"Crime, Drama, Thriller",2018,tt7959026,7,160875,
"I Want to Eat Your Pancreas",movie,"Animation, Drama, Family",2018,tt7236034,8.1,29943,
"Motherless Brooklyn",movie,"Crime, Drama, Mystery",2019,tt0385887,6.8,64821,
Rocketman,movie,"Biography, Drama, Music",2019,tt2066051,7.3,203539,
Empowered,movie,Comedy,2018,tt6981702,5.7,2699,
"Death on the Nile",movie,"Crime, Drama, Mystery",2022,tt7657566,6.3,201484,
"Pope Francis: A Man of His Word",movie,"Biography, Documentary",2018,tt6915100,6.6,2596,
Riot,movie,"Drama, History, Romance",2018,tt7328908,6.8,730,
Bent,movie,"Action, Crime, Drama",2018,tt2237324,5.2,6653,
Prospect,movie,"Adventure, Drama, Sci-Fi",2018,tt7946422,6.3,37747,
"Comic Sans",movie,"Comedy, Drama, Romance",2018,tt7640198,6.9,1324,
O.G.,movie,Drama,2018,tt7897102,6.2,3069,
Nekrotronic,movie,"Action, Comedy, Drama",2018,tt7453418,5.6,4104,
"Nostromo: El sueño imposible de David Lean",movie,Documentary,2017,tt7947298,7.1,117,
Climax,movie,"Drama, Horror, Music",2018,tt8359848,6.9,85343,
"Five Nights at Freddy's",movie,"Horror, Mystery, Thriller",2023,tt4589218,5.4,112434,
"Dead Shot",movie,"Action, Thriller",2023,tt8019518,5.5,3190,
Whitney,movie,"Biography, Documentary, Drama",2018,tt5740866,7.3,8190,
Attraction,movie,"Comedy, Romance",2018,tt7474996,5.9,590,
"Spoiler Alert",movie,"Comedy, Drama, Romance",2022,tt7775720,7.3,8613,
"K2. Touching the Sky",movie,"Documentary, Family, Sport",2015,tt4477456,5.9,131,
"Plus One",movie,"Comedy, Drama, Romance",2019,tt7645122,6.6,18333,
Burn,movie,"Comedy, Crime, Thriller",2019,tt8009314,5.7,8153,
"No One",movie,"Drama, Mystery, Romance",2017,tt4614304,5.7,353,
"Falling for Figaro",movie,"Comedy, Romance",2020,tt7392014,6.5,4677,
"Harvie and the Magic Museum",movie,"Adventure, Animation, Comedy",2017,tt6489160,4.1,349,
Alone,movie,"Drama, Mystery, Thriller",2020,tt7711170,6.2,33329,
"The True Adventures of Wolfboy",movie,"Adventure, Crime, Drama",2019,tt7262384,5.7,1040,
"Portugal Não Está à Venda",movie,Comedy,2019,tt2509730,2.9,132,
"All Inclusive",movie,Comedy,2019,tt8129966,3.3,780,
"United Skates",movie,Documentary,2018,tt4009728,7.2,672,
Olga,movie,Documentary,2014,tt6234028,5.6,14,
"Století Miroslava Zikmunda",movie,Documentary,2014,tt4240038,8,66,
"The Good Liar",movie,"Crime, Drama, Mystery",2019,tt5563334,6.7,51729,
"Momentum Generation",movie,Documentary,2018,tt8106568,8.1,1442,
"Say Her Name: The Life and Death of Sandra Bland",movie,Documentary,2018,tt8106584,7.1,768,
Crawl,movie,"Action, Horror, Thriller",2019,tt8364368,6.1,98944,
"Native Son",movie,Drama,2019,tt6566768,5.7,2953,
"Jumanji: The Next Level",movie,"Action, Adventure, Comedy",2019,tt7975244,6.6,303446,
Martinez,movie,"Comedy, Drama",2023,tt11225438,6.1,99,
Leviano,movie,"Crime, Drama, Mystery",2018,tt5218736,4.4,365,
"Home by Spring",movie,Drama,2018,tt8025296,6,1593,
"One Cut of the Dead",movie,"Comedy, Drama, Horror",2017,tt7914416,7.6,32815,
"The Eyes of Orson Welles",movie,Documentary,2018,tt8371772,6.7,1148,
"DC Super Hero Girls: Legends of Atlantis",movie,"Action, Adventure, Animation",2018,tt8634256,5.3,669,
"LEGO DC Comics Super Heroes: Aquaman - Rage of Atlantis",movie,"Action, Adventure, Animation",2018,tt8457394,5.6,1241,
Mara,movie,"Crime, Horror, Mystery",2018,tt1773753,5.1,9386,
"A Certain Kind of Silence",movie,Drama,2019,tt7431040,6,535,
"Empire Hotel",movie,Drama,2018,tt6424846,5.8,171,
Yesterday,movie,"Comedy, Fantasy, Music",2019,tt8079248,6.8,175948,
"Legacy of Sin: The William Coit Story",movie,Drama,1995,tt0113629,5.7,240,
"Steam on the River",movie,Documentary,2015,tt5129794,7,23,
"Angel of Mine",movie,"Drama, Mystery, Thriller",2019,tt7058080,6.3,12793,
"A Promise to Carolyn",movie,"Crime, Drama",1996,tt0117399,6.3,368,
"StarDog and TurboCat",movie,"Action, Adventure, Animation",2019,tt7531096,5.2,2539,
"Life After",movie,"Drama, Short",2017,tt7538712,7.2,11,
"Last Sentinel",movie,"Drama, Horror, Mystery",2023,tt5153956,4.9,7822,
"Mr. Soul!",movie,Documentary,2018,tt2355880,7.8,286,"HN, NI, TT"
Haunt,movie,"Horror, Thriller",2019,tt6535880,6.3,42805,
"Killing for the Prosecution",movie,Mystery,2018,tt6857956,6.3,1060,
"Lancaster Skies",movie,"Action, Drama, War",2019,tt3486080,4.3,1776,
"Planeta Cesko",movie,Documentary,2017,tt7956754,7.3,146,
"Billie Jean King: Portrait of a Pioneer",movie,Documentary,2006,tt12759416,7.6,24,
"The Exception",movie,"Drama, Thriller",2019,tt7420532,5.9,1116,
"One Day",movie,Drama,2018,tt8274146,7,1238,
Diamantino,movie,"Comedy, Drama, Fantasy",2018,tt6522668,6.3,3273,
"The Unthinkable",movie,"Action, Romance, Sci-Fi",2018,tt5227746,6,9382,
"Fantastic Return to Oz",movie,"Adventure, Animation, Family",2019,tt10975312,3.6,148,
Believer,movie,"Action, Crime, Thriller",2018,tt7095654,6.6,5198,
"Pain and Glory",movie,Drama,2019,tt8291806,7.5,65547,
"The Accused",movie,"Crime, Drama, Thriller",2018,tt7952000,6,2624,
Fatima,movie,"Drama, War",2020,tt2197936,6.6,4428,
"King of Thieves",movie,"Biography, Crime, Drama",2018,tt5789976,5.6,17146,
"It's a Hard Truth Ain't It",movie,"Animation, Documentary",2018,tt7897122,6.9,422,
"Annabelle Comes Home",movie,"Horror, Mystery, Thriller",2019,tt8350360,5.9,93177,
"The Courier",movie,"Drama, History, Mystery",2020,tt8368512,7.2,78603,
"2001 Sparks in the Dark",movie,Short,2018,tt8545472,7.1,266,
Flashback,movie,"Drama, Mystery, Thriller",2020,tt8372094,5.3,7571,
"Peter Rabbit 2: The Runaway",movie,"Adventure, Animation, Comedy",2021,tt8376234,6.2,15858,
"The Gentlemen",movie,"Action, Crime",2019,tt8367814,7.8,433353,
"A Dangerous Son",movie,Documentary,2018,tt8294204,6.7,1418,
Daliland,movie,"Biography, Drama",2022,tt8399658,5.9,2767,
"The Forgiven",movie,Drama,2021,tt3696180,6.1,10762,
"Running with the Devil",movie,"Crime, Drama, Thriller",2019,tt5792656,5.4,11005,
"Dragon Rider",movie,"Adventure, Animation, Comedy",2020,tt7080422,5.7,2274,
"Checkered Ninja",movie,"Action, Adventure, Animation",2018,tt7367960,7.1,6842,
Manic,movie,"Drama, Short",2017,tt6082556,6.9,60,
"The Cold Blue",movie,"Documentary, War",2018,tt8693770,7.7,1154,
"It Will be Chaos",movie,Documentary,2018,tt7029788,6.5,186,
Foster,movie,Documentary,2018,tt8403246,7.2,356,
Greenland,movie,"Action, Thriller",2020,tt7737786,6.4,146142,
"The Many Saints of Newark",movie,"Crime, Drama",2021,tt8110232,6.3,66485,
"Ya veremos",movie,Drama,2018,tt7948540,5.8,788,
"The Perfect Bride: Wedding Bells",movie,Romance,2019,tt8231086,6.5,1003,
"The Curie Case",movie,"Comedy, Family",2018,tt7712252,7.1,69,
"John McCain: For Whom the Bell Tolls",movie,Documentary,2018,tt8289196,7.5,788,
"Invisible Strings - The Talented Pusker Sisters",movie,Documentary,2010,tt2288634,7.8,24,
Morbius,movie,"Action, Adventure, Horror",2022,tt5108870,5.1,164214,
"After the Wedding",movie,Drama,2019,tt7985692,6.3,9020,
"Moromete Family: On the Edge of Time",movie,Drama,2018,tt9203168,7.6,1998,
"Bamse and the Thunderbell",movie,"Adventure, Animation, Comedy",2018,tt9472442,6.1,298,
"Cabaret Maxime",movie,"Crime, Drama, Romance",2018,tt4605028,5.8,275,
"LasseMajas detektivbyrå - Det första mysteriet",movie,"Adventure, Family",2018,tt7408796,5.7,345,
"Variações: Guardian Angel",movie,"Biography, Drama, Music",2019,tt2155399,7.1,3991,
"The Way Back",movie,"Drama, Sport",2020,tt8544498,6.7,54828,
"Ethiopiques: Revolt of the Soul",movie,"Animation, Documentary, Music",2017,tt7775988,7.2,108,
"The Poison Rose",movie,"Crime, Mystery, Thriller",2019,tt5862166,4.8,11715,
"Ride Your Wave",movie,"Animation, Comedy, Drama",2019,tt9193612,6.8,4717,
Midsommar,movie,"Drama, Horror, Mystery",2019,tt8772262,7.1,447793,
"Bad Education",movie,"Biography, Comedy, Crime",2019,tt8206668,7.1,44917,
Instinct,movie,"Drama, Mystery, Thriller",2019,tt8386898,6,3249,
"Open Seas",movie,Drama,2018,tt6787076,7,1738,
Progress,movie,,2017,,,,
"This Is A.I.",movie,Documentary,2018,tt8597908,6.5,38,
"Winter Flies",movie,"Adventure, Comedy, Drama",2018,tt8523292,6.5,510,
"Robert the Bruce",movie,"Biography, Drama, History",2019,tt8000908,5.4,5390,
"The Shiny Shrimps",movie,"Comedy, Drama, Sport",2019,tt6918220,6.5,3168,
"Scooby-Doo! and the Gourmet Ghost",movie,"Adventure, Animation, Comedy",2018,tt8660492,6.5,1782,
"Child's Play",movie,"Drama, Horror, Sci-Fi",2019,tt8663516,5.7,58654,
"King Skate",movie,Documentary,2018,tt8484230,7.3,144,
Domestique,movie,Drama,2018,tt8473642,6.1,204,
"Bill Maher: Live from Oklahoma",movie,Comedy,2018,tt8398704,6.3,677,
"Get Her... If You Can",movie,"Comedy, Romance",2019,tt7398584,5.5,768,
"Blinded by the Light",movie,"Comedy, Drama, Music",2019,tt8266310,6.9,27976,
"My Masterpiece",movie,"Comedy, Drama",2018,tt7605922,7.1,7888,
"Brian Banks",movie,"Biography, Drama, Sport",2018,tt3920820,7.2,10487,
"Love Express. The Disappearance of Walerian Borowczyk",movie,"Biography, Documentary",2018,tt8362912,6.8,143,
"Foreign Wars",movie,Documentary,2016,tt5806562,8.2,74,
"Diego Maradona",movie,"Biography, Documentary, Sport",2019,tt5433114,7.7,18780,
"Wonder Woman: Bloodlines",movie,"Action, Animation, Fantasy",2019,tt8752498,5.9,8871,
"Batman: Hush",movie,"Action, Adventure, Animation",2019,tt8752440,6.9,24254,
"Justice League vs the Fatal Five",movie,"Action, Animation, Fantasy",2019,tt8752474,6.5,11005,
"Steven Universe: The Movie",movie,"Action, Adventure, Animation",2019,tt10515852,7.7,10161,
"Can You Keep a Secret?",movie,"Comedy, Romance",2019,tt8707922,5.4,22151,
"Deadwood: The Movie",movie,"Drama, Western",2019,tt4943998,7.3,27742,
"Constantine: City of Demons - The Movie",movie,"Action, Animation, Fantasy",2018,tt9177882,7.3,10134,
"Fantasy Island",movie,"Fantasy, Horror, Mystery",2020,tt0983946,4.9,61766,
"I'll Take Your Dead",movie,Horror,2018,tt7962932,5.6,5134,
"DC League of Super-Pets",movie,"Action, Adventure, Animation",2022,tt8912936,7,78865,
Rojo,movie,"Drama, Mystery, Thriller",2018,tt8956390,6.3,2877,
"Adnan Syed: Innocent or Guilty?",movie,Documentary,2016,tt7037730,6.4,37,
"The Grizzlies",movie,"Biography, Drama, Sport",2018,tt6365796,7.5,2888,
Freaks,movie,"Drama, Mystery, Sci-Fi",2018,tt8781414,6.7,43158,
"Drew Michael: Drew Michael",movie,Comedy,2018,tt8563704,5.6,418,
"City Hunter: Shinjuku Private Eyes",movie,"Action, Animation, Comedy",2019,tt8161914,6.4,880,
"The Magical Wand Chase: A Sesame Street Special",movie,"Adventure, Family, Fantasy",2017,tt7632000,6.8,59,
Monica,movie,Drama,2022,tt6337816,6.3,1647,
"On the Run",movie,"Crime, Drama, Thriller",2018,tt8612792,4.5,192,
Deadtectives,movie,"Comedy, Horror",2018,tt3503068,5.9,2814,
"Easy Lessons",movie,Documentary,2018,tt8780634,7,256,
Skin,movie,"Biography, Crime, Drama",2018,tt6043142,6.8,20381,
"Shark of Darkness: Wrath of Submarine",movie,Documentary,2014,tt4177960,5.4,95,
"Operation Thai Cave Rescue",movie,Documentary,2018,tt8686088,6.6,102,
"The Biggest Little Farm",movie,"Documentary, Family",2018,tt8969332,8,9410,
"The Truth About Killer Robots",movie,Documentary,2018,tt5715832,5.8,452,
"Season for Love",movie,"Action, Family, Romance",2018,tt8826626,6.5,1615,
"Swiped: Hooking Up in the Digital Age",movie,Documentary,2018,tt8839634,5.6,430,
"Stolen Daughters: Kidnapped by Boko Haram",movie,Documentary,2018,tt8385108,6.6,291,
"We Are Not Done Yet",movie,"Documentary, Short",2018,tt9105950,7.1,110,
"Breslin and Hamill: Deadline Artists",movie,Documentary,2018,tt9275202,8,499,
"Bleed Out",movie,"Documentary, Drama, Romance",2018,tt9445054,8.1,522,
Icebox,movie,Drama,2018,tt6341668,6.2,859,
"Inside the Manson Cult: The Lost Tapes",movie,Documentary,2018,tt8527036,6.3,689,
"My Dad Wrote a Porno",movie,Comedy,2019,tt8906266,6.2,515,
"Jan Palach",movie,Biography,2018,tt8443592,6.6,374,
"Po cem muzi touzí",movie,"Comedy, Fantasy, Romance",2018,tt8085890,6,519,
"Filmova lazen",movie,Documentary,2015,tt5833468,6.4,8,
"Everything Everywhere All at Once",movie,"Action, Adventure, Comedy",2022,tt6710474,7.8,580006,
Snu,movie,"Drama, History, Romance",2019,tt8095076,6.5,882,
"Knives Out",movie,"Comedy, Crime, Drama",2019,tt8946378,7.9,816561,
Buffaloed,movie,"Comedy, Drama",2019,tt8647310,6.2,8526,
Shirley,movie,"Biography, Drama, Mystery",2020,tt8430598,6.1,13945,
"Rendel: Cycle of Revenge",movie,"Action, Thriller",2024,tt8406934,3.6,246,
"Christmas Everlasting",movie,"Drama, Romance",2018,tt9028802,6.3,1236,
"Shit Happens",movie,Drama,2019,tt8908368,6.6,494,
"The Club of Ugly Children",movie,"Action, Adventure, Family",2019,tt9695404,6.6,510,
"Mingle All the Way",movie,"Drama, Romance",2018,tt9033628,6.8,3293,
"A Midnight Kiss",movie,Romance,2018,tt9028890,6,1099,
"Reunited at Christmas",movie,"Drama, Romance",2018,tt9033646,6.2,1486,
"Flight of the Conchords: Live in London",movie,"Comedy, Documentary, Music",2018,tt4978510,8.2,2127,
"Queen of the World",movie,"Documentary, History",2018,tt8994940,6.5,120,
"Student Athlete",movie,"Documentary, Sport",2018,tt8976032,6.5,296,
"Tiro e Queda",movie,Comedy,2019,tt8774748,3,224,
"Jingle Around the Clock",movie,"Comedy, Romance",2018,tt9168384,6.5,1715,
"A Veteran's Christmas",movie,"Drama, Romance",2018,tt9103602,7,2566,
"3 AM: Part 3",movie,Horror,2018,tt8442670,5,82,
Zoo,movie,"Comedy, Drama, Horror",2018,tt7624934,5.5,2318,
"100% Coco New York",movie,Comedy,2019,tt8419052,5.4,163,
Oslo,movie,"Drama, History, Thriller",2021,tt11790674,6.7,5763,
"Fool's Paradise",movie,Comedy,2023,tt9013340,4.7,7098,
Promare,movie,"Action, Adventure, Animation",2019,tt9116358,7,5609,
"Honest Thief",movie,"Action, Crime, Drama",2020,tt1838556,6,60604,
"An Acceptable Loss",movie,"Drama, Thriller",2018,tt7049542,5.5,1737,
Toman,movie,"Biography, Drama, History",2018,tt6283474,6.7,460,
"The Lost Daughter",movie,Drama,2021,tt9100054,6.7,78573,
Butter,movie,"Comedy, Drama, Romance",2022,tt6267600,5.9,922,
"Como Novio de Pueblo",movie,Comedy,2019,tt9358486,5.7,386,
"Tod@s caen",movie,Comedy,2019,tt7549776,5,690,
Cigüeñas,movie,Drama,2018,tt9586212,5.2,14,
"Mirreyes contra Godínez",movie,Comedy,2019,tt7294400,5.3,1534,
"Swing Kids",movie,"Drama, Musical, War",2018,tt7046974,7.5,3057,
Emma.,movie,"Comedy, Drama, Romance",2020,tt9214832,6.7,67262,
"Ladrões de Tuta e Meia",movie,Comedy,2019,tt8670048,5,136,
"Teen Titans Go! Vs. Teen Titans",movie,"Action, Adventure, Animation",2019,tt10548944,6.8,5210,
"Coborâm la prima",movie,Drama,2018,tt7251888,6.9,852,
"Golden Sting",movie,"Drama, Sport",2018,tt7822050,5.8,136,
"Nudo Mixteco",movie,Drama,2021,tt10632226,7,261,
"Genius Factory",movie,Documentary,2017,tt6394392,6.7,82,"AG, BS"
"Outside the Bubble: On the Road with Alexandra Pelosi",movie,Documentary,2018,tt9108266,6.4,232,
"At the Heart of Gold: Inside the USA Gymnastics Scandal",movie,"Crime, Documentary, Sport",2019,tt8299654,8,3583,
"All Is True",movie,"Biography, Drama, History",2018,tt9206798,6.3,5740,
"The Color Purple",movie,"Drama, Musical",2023,tt1200263,6.8,19157,
"Mimi & Líza: Christmas Lights Mystery",movie,Animation,2018,tt10499512,,,
"The Green Knight",movie,"Adventure, Drama, Fantasy",2021,tt9243804,6.6,126012,
"Monkey Man",movie,"Action, Crime, Thriller",2024,tt9214772,6.8,92086,
"Scooby-Doo! and the Curse of the 13th Ghost",movie,"Action, Adventure, Animation",2019,tt9260980,6.4,2099,
"Milosc jest wszystkim",movie,"Comedy, Romance",2018,tt7877276,4.7,293,
Sunburn,movie,"Drama, Romance",2018,tt7217290,5,292,
"Gypsy's Revenge",movie,Documentary,2018,tt9239778,7.3,498,
"Take Back the Harbor",movie,"Documentary, Short",2018,tt9225108,5.5,17,
